complaint_id,department,language,complaint_text,sentiment,urgency_score,state,district
WAT_EN_00151,Water Supply,English,Drinking water supply is contaminated,Neutral,0.36,Tamil Nadu,Erode
WAT_EN_00152,Water Supply,English,No water supply in my area since 17 hours,Neutral,0.59,Tamil Nadu,Salem
WAT_EN_00153,Water Supply,English,Water supply stopped without prior notice,Negative,0.83,Tamil Nadu,Salem
WAT_EN_00154,Water Supply,English,No water supply in my area since 34 hours,Negative,0.92,Tamil Nadu,Coimbatore
WAT_EN_00155,Water Supply,English,Public water tap not functioning,Neutral,0.34,Tamil Nadu,Karur
WAT_EN_00156,Water Supply,English,Drinking water supply is contaminated,Neutral,0.49,Tamil Nadu,Salem
WAT_EN_00157,Water Supply,English,No water supply in my area since 46 hours,Negative,0.83,Tamil Nadu,Trichy
WAT_EN_00158,Water Supply,English,Water pipeline leakage near my house,Negative,0.91,Tamil Nadu,Erode
WAT_EN_00159,Water Supply,English,Dirty water coming from tap,Neutral,0.45,Tamil Nadu,Coimbatore
WAT_EN_00160,Water Supply,English,Water pipeline leakage near my house,Neutral,0.43,Tamil Nadu,Salem
WAT_EN_00161,Water Supply,English,Drinking water supply is contaminated,Neutral,0.43,Tamil Nadu,Coimbatore
WAT_EN_00162,Water Supply,English,Dirty water coming from tap,Negative,0.69,Tamil Nadu,Coimbatore
WAT_EN_00163,Water Supply,English,Dirty water coming from tap,Negative,0.86,Tamil Nadu,Trichy
WAT_EN_00164,Water Supply,English,Low water pressure for the past few days,Negative,0.67,Tamil Nadu,Salem
WAT_EN_00165,Water Supply,English,Dirty water coming from tap,Negative,0.97,Tamil Nadu,Coimbatore
WAT_EN_00166,Water Supply,English,Water tanker not arrived as scheduled,Neutral,0.55,Tamil Nadu,Coimbatore
WAT_EN_00167,Water Supply,English,Water pipeline leakage near my house,Negative,0.68,Tamil Nadu,Coimbatore
WAT_EN_00168,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.47,Tamil Nadu,Karur
WAT_EN_00169,Water Supply,English,Dirty water coming from tap,Negative,0.96,Tamil Nadu,Karur
WAT_EN_00170,Water Supply,English,Water supply stopped without prior notice,Neutral,0.47,Tamil Nadu,Trichy
WAT_EN_00171,Water Supply,English,Irregular water supply timings,Neutral,0.37,Tamil Nadu,Trichy
WAT_EN_00172,Water Supply,English,Dirty water coming from tap,Neutral,0.47,Tamil Nadu,Salem
WAT_EN_00173,Water Supply,English,Irregular water supply timings,Negative,0.91,Tamil Nadu,Salem
WAT_EN_00174,Water Supply,English,Dirty water coming from tap,Negative,0.63,Tamil Nadu,Trichy
WAT_EN_00175,Water Supply,English,Water supply stopped without prior notice,Neutral,0.57,Tamil Nadu,Erode
WAT_EN_00176,Water Supply,English,Water tanker not arrived as scheduled,Negative,0.71,Tamil Nadu,Trichy
WAT_EN_00177,Water Supply,English,Water overflow due to damaged pipeline,Negative,0.66,Tamil Nadu,Erode
WAT_EN_00178,Water Supply,English,No water supply in my area since 36 hours,Negative,0.6,Tamil Nadu,Trichy
WAT_EN_00179,Water Supply,English,Irregular water supply timings,Neutral,0.38,Tamil Nadu,Trichy
WAT_EN_00180,Water Supply,English,Water pipeline leakage near my house,Negative,0.94,Tamil Nadu,Karur
WAT_EN_00181,Water Supply,English,Water supply stopped without prior notice,Negative,0.79,Tamil Nadu,Trichy
WAT_EN_00182,Water Supply,English,Water pipeline leakage near my house,Neutral,0.38,Tamil Nadu,Coimbatore
WAT_EN_00183,Water Supply,English,Drinking water supply is contaminated,Neutral,0.43,Tamil Nadu,Erode
WAT_EN_00184,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.34,Tamil Nadu,Coimbatore
WAT_EN_00185,Water Supply,English,Water tanker not arrived as scheduled,Negative,0.85,Tamil Nadu,Trichy
WAT_EN_00186,Water Supply,English,Water supply stopped without prior notice,Negative,0.93,Tamil Nadu,Coimbatore
WAT_EN_00187,Water Supply,English,Dirty water coming from tap,Neutral,0.36,Tamil Nadu,Salem
WAT_EN_00188,Water Supply,English,Drinking water supply is contaminated,Negative,0.69,Tamil Nadu,Trichy
WAT_EN_00189,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.57,Tamil Nadu,Trichy
WAT_EN_00190,Water Supply,English,Low water pressure for the past few days,Neutral,0.3,Tamil Nadu,Karur
WAT_EN_00191,Water Supply,English,Drinking water supply is contaminated,Neutral,0.39,Tamil Nadu,Trichy
WAT_EN_00192,Water Supply,English,Low water pressure for the past few days,Neutral,0.36,Tamil Nadu,Karur
WAT_EN_00193,Water Supply,English,Water pipeline leakage near my house,Neutral,0.49,Tamil Nadu,Erode
WAT_EN_00194,Water Supply,English,Water pipeline leakage near my house,Negative,0.78,Tamil Nadu,Trichy
WAT_EN_00195,Water Supply,English,Irregular water supply timings,Neutral,0.53,Tamil Nadu,Salem
WAT_EN_00196,Water Supply,English,No water supply in my area since 16 hours,Negative,0.7,Tamil Nadu,Karur
WAT_EN_00197,Water Supply,English,Water tanker not arrived as scheduled,Negative,0.88,Tamil Nadu,Erode
WAT_EN_00198,Water Supply,English,Irregular water supply timings,Negative,0.66,Tamil Nadu,Trichy
WAT_EN_00199,Water Supply,English,Low water pressure for the past few days,Negative,0.99,Tamil Nadu,Trichy
WAT_EN_00200,Water Supply,English,Drinking water supply is contaminated,Neutral,0.54,Tamil Nadu,Salem
WAT_EN_00201,Water Supply,English,Drinking water supply is contaminated,Neutral,0.58,Tamil Nadu,Karur
WAT_EN_00202,Water Supply,English,Water tanker not arrived as scheduled,Neutral,0.46,Tamil Nadu,Trichy
WAT_EN_00203,Water Supply,English,Public water tap not functioning,Neutral,0.48,Tamil Nadu,Karur
WAT_EN_00204,Water Supply,English,No water supply in my area since 63 hours,Negative,0.7,Tamil Nadu,Coimbatore
WAT_EN_00205,Water Supply,English,Low water pressure for the past few days,Negative,0.75,Tamil Nadu,Erode
WAT_EN_00206,Water Supply,English,Drinking water supply is contaminated,Neutral,0.46,Tamil Nadu,Coimbatore
WAT_EN_00207,Water Supply,English,Dirty water coming from tap,Neutral,0.37,Tamil Nadu,Trichy
WAT_EN_00208,Water Supply,English,Dirty water coming from tap,Negative,1.0,Tamil Nadu,Salem
WAT_EN_00209,Water Supply,English,Water pipeline leakage near my house,Neutral,0.52,Tamil Nadu,Karur
WAT_EN_00210,Water Supply,English,Water overflow due to damaged pipeline,Negative,0.77,Tamil Nadu,Coimbatore
WAT_EN_00211,Water Supply,English,No water supply in my area since 36 hours,Neutral,0.51,Tamil Nadu,Karur
WAT_EN_00212,Water Supply,English,Low water pressure for the past few days,Negative,0.65,Tamil Nadu,Karur
WAT_EN_00213,Water Supply,English,Water pipeline leakage near my house,Neutral,0.53,Tamil Nadu,Trichy
WAT_EN_00214,Water Supply,English,Dirty water coming from tap,Negative,0.93,Tamil Nadu,Erode
WAT_EN_00215,Water Supply,English,Water pipeline leakage near my house,Negative,0.63,Tamil Nadu,Salem
WAT_EN_00216,Water Supply,English,Irregular water supply timings,Neutral,0.38,Tamil Nadu,Erode
WAT_EN_00217,Water Supply,English,Public water tap not functioning,Negative,0.71,Tamil Nadu,Trichy
WAT_EN_00218,Water Supply,English,Water overflow due to damaged pipeline,Negative,0.9,Tamil Nadu,Salem
WAT_EN_00219,Water Supply,English,Low water pressure for the past few days,Negative,0.82,Tamil Nadu,Trichy
WAT_EN_00220,Water Supply,English,Low water pressure for the past few days,Neutral,0.32,Tamil Nadu,Salem
WAT_EN_00221,Water Supply,English,Irregular water supply timings,Negative,0.87,Tamil Nadu,Salem
WAT_EN_00222,Water Supply,English,Drinking water supply is contaminated,Negative,0.86,Tamil Nadu,Trichy
WAT_EN_00223,Water Supply,English,Water overflow due to damaged pipeline,Negative,0.65,Tamil Nadu,Erode
WAT_EN_00224,Water Supply,English,Dirty water coming from tap,Neutral,0.3,Tamil Nadu,Trichy
WAT_EN_00225,Water Supply,English,Dirty water coming from tap,Negative,0.99,Tamil Nadu,Coimbatore
WAT_EN_00226,Water Supply,English,Low water pressure for the past few days,Neutral,0.35,Tamil Nadu,Trichy
WAT_EN_00227,Water Supply,English,Drinking water supply is contaminated,Neutral,0.54,Tamil Nadu,Erode
WAT_EN_00228,Water Supply,English,No water supply in my area since 68 hours,Negative,0.68,Tamil Nadu,Salem
WAT_EN_00229,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.47,Tamil Nadu,Karur
WAT_EN_00230,Water Supply,English,Irregular water supply timings,Negative,0.92,Tamil Nadu,Coimbatore
WAT_EN_00231,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.38,Tamil Nadu,Trichy
WAT_EN_00232,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.39,Tamil Nadu,Karur
WAT_EN_00233,Water Supply,English,Water tanker not arrived as scheduled,Negative,0.73,Tamil Nadu,Karur
WAT_EN_00234,Water Supply,English,Water pipeline leakage near my house,Negative,0.82,Tamil Nadu,Trichy
WAT_EN_00235,Water Supply,English,Low water pressure for the past few days,Neutral,0.42,Tamil Nadu,Erode
WAT_EN_00236,Water Supply,English,Water overflow due to damaged pipeline,Negative,0.98,Tamil Nadu,Trichy
WAT_EN_00237,Water Supply,English,Irregular water supply timings,Neutral,0.4,Tamil Nadu,Erode
WAT_EN_00238,Water Supply,English,Water supply stopped without prior notice,Negative,0.94,Tamil Nadu,Salem
WAT_EN_00239,Water Supply,English,Water tanker not arrived as scheduled,Neutral,0.59,Tamil Nadu,Erode
WAT_EN_00240,Water Supply,English,No water supply in my area since 43 hours,Negative,0.83,Tamil Nadu,Erode
WAT_EN_00241,Water Supply,English,Water supply stopped without prior notice,Neutral,0.39,Tamil Nadu,Erode
WAT_EN_00242,Water Supply,English,Public water tap not functioning,Negative,0.63,Tamil Nadu,Coimbatore
WAT_EN_00243,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.52,Tamil Nadu,Erode
WAT_EN_00244,Water Supply,English,Water pipeline leakage near my house,Negative,0.72,Tamil Nadu,Salem
WAT_EN_00245,Water Supply,English,Water pipeline leakage near my house,Neutral,0.31,Tamil Nadu,Coimbatore
WAT_EN_00246,Water Supply,English,Public water tap not functioning,Negative,0.9,Tamil Nadu,Salem
WAT_EN_00247,Water Supply,English,Drinking water supply is contaminated,Neutral,0.48,Tamil Nadu,Salem
WAT_EN_00248,Water Supply,English,Water tanker not arrived as scheduled,Neutral,0.48,Tamil Nadu,Coimbatore
WAT_EN_00249,Water Supply,English,Water overflow due to damaged pipeline,Negative,0.82,Tamil Nadu,Coimbatore
WAT_EN_00250,Water Supply,English,Drinking water supply is contaminated,Negative,0.82,Tamil Nadu,Erode
WAT_EN_00251,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.39,Tamil Nadu,Karur
WAT_EN_00252,Water Supply,English,Low water pressure for the past few days,Neutral,0.38,Tamil Nadu,Karur
WAT_EN_00253,Water Supply,English,Irregular water supply timings,Neutral,0.54,Tamil Nadu,Trichy
WAT_EN_00254,Water Supply,English,Water overflow due to damaged pipeline,Negative,0.71,Tamil Nadu,Trichy
WAT_EN_00255,Water Supply,English,Low water pressure for the past few days,Neutral,0.43,Tamil Nadu,Coimbatore
WAT_EN_00256,Water Supply,English,Low water pressure for the past few days,Negative,0.67,Tamil Nadu,Coimbatore
WAT_EN_00257,Water Supply,English,Dirty water coming from tap,Negative,0.66,Tamil Nadu,Karur
WAT_EN_00258,Water Supply,English,Irregular water supply timings,Neutral,0.43,Tamil Nadu,Karur
WAT_EN_00259,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.34,Tamil Nadu,Coimbatore
WAT_EN_00260,Water Supply,English,Water overflow due to damaged pipeline,Neutral,0.36,Tamil Nadu,Karur
WAT_EN_00261,Water Supply,English,Irregular water supply timings,Neutral,0.55,Tamil Nadu,Coimbatore
WAT_EN_00262,Water Supply,English,Low water pressure for the past few days,Negative,0.7,Tamil Nadu,Karur
WAT_EN_00263,Water Supply,English,Irregular water supply timings,Negative,0.62,Tamil Nadu,Karur
