complaint_id,department,language,complaint_text,sentiment,urgency_score,state,district
ELC_HI_00060,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.45,Tamil Nadu,Karur
ELC_HI_00061,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.97,Tamil Nadu,Coimbatore
ELC_HI_00062,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Neutral,0.49,Tamil Nadu,Trichy
ELC_HI_00063,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.67,Tamil Nadu,Erode
ELC_HI_00064,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.38,Tamil Nadu,Salem
ELC_HI_00065,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.67,Tamil Nadu,Coimbatore
ELC_HI_00066,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Negative,0.73,Tamil Nadu,Trichy
ELC_HI_00067,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.38,Tamil Nadu,Erode
ELC_HI_00068,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Negative,0.91,Tamil Nadu,Erode
ELC_HI_00069,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.88,Tamil Nadu,Coimbatore
ELC_HI_00070,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.77,Tamil Nadu,Coimbatore
ELC_HI_00071,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Negative,0.89,Tamil Nadu,Erode
ELC_HI_00072,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.79,Tamil Nadu,Erode
ELC_HI_00073,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.46,Tamil Nadu,Trichy
ELC_HI_00074,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.48,Tamil Nadu,Erode
ELC_HI_00075,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.58,Tamil Nadu,Erode
ELC_HI_00076,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Negative,0.81,Tamil Nadu,Trichy
ELC_HI_00077,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Negative,0.78,Tamil Nadu,Salem
ELC_HI_00078,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.76,Tamil Nadu,Salem
ELC_HI_00079,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.54,Tamil Nadu,Trichy
ELC_HI_00080,Electricity,Hindi,घर के पास बिजली के तारों से चिंगारी निकल रही है,Negative,0.84,Tamil Nadu,Coimbatore
ELC_HI_00081,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Negative,0.6,Tamil Nadu,Salem
ELC_HI_00082,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Neutral,0.36,Tamil Nadu,Coimbatore
ELC_HI_00083,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.32,Tamil Nadu,Salem
ELC_HI_00084,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.78,Tamil Nadu,Trichy
ELC_HI_00085,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.41,Tamil Nadu,Coimbatore
ELC_HI_00086,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Neutral,0.54,Tamil Nadu,Salem
ELC_HI_00087,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Negative,0.63,Tamil Nadu,Trichy
ELC_HI_00088,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.52,Tamil Nadu,Karur
ELC_HI_00089,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.76,Tamil Nadu,Salem
ELC_HI_00090,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.95,Tamil Nadu,Trichy
ELC_HI_00091,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.44,Tamil Nadu,Karur
ELC_HI_00092,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.74,Tamil Nadu,Erode
ELC_HI_00093,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.83,Tamil Nadu,Erode
ELC_HI_00094,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Negative,0.96,Tamil Nadu,Coimbatore
ELC_HI_00095,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.58,Tamil Nadu,Karur
ELC_HI_00096,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Negative,0.88,Tamil Nadu,Trichy
ELC_HI_00097,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.42,Tamil Nadu,Salem
ELC_HI_00098,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.37,Tamil Nadu,Erode
ELC_HI_00099,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.91,Tamil Nadu,Trichy
ELC_HI_00100,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.4,Tamil Nadu,Erode
ELC_HI_00101,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Negative,0.96,Tamil Nadu,Karur
ELC_HI_00102,Electricity,Hindi,मेरे क्षेत्र में पिछले 12 घंटों से बिजली नहीं है,Negative,0.79,Tamil Nadu,Karur
ELC_HI_00103,Electricity,Hindi,घर के पास बिजली के तारों से चिंगारी निकल रही है,Neutral,0.34,Tamil Nadu,Erode
ELC_HI_00104,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.73,Tamil Nadu,Coimbatore
ELC_HI_00105,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Negative,0.88,Tamil Nadu,Salem
ELC_HI_00106,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.7,Tamil Nadu,Erode
ELC_HI_00107,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Negative,0.91,Tamil Nadu,Karur
ELC_HI_00108,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Neutral,0.41,Tamil Nadu,Karur
ELC_HI_00109,Electricity,Hindi,घर के पास बिजली के तारों से चिंगारी निकल रही है,Neutral,0.55,Tamil Nadu,Erode
ELC_HI_00110,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.79,Tamil Nadu,Erode
ELC_HI_00111,Electricity,Hindi,घर के पास बिजली के तारों से चिंगारी निकल रही है,Neutral,0.54,Tamil Nadu,Salem
ELC_HI_00112,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.89,Tamil Nadu,Coimbatore
ELC_HI_00113,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Negative,0.61,Tamil Nadu,Karur
ELC_HI_00114,Electricity,Hindi,मेरे क्षेत्र में पिछले 47 घंटों से बिजली नहीं है,Neutral,0.48,Tamil Nadu,Trichy
ELC_HI_00115,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Neutral,0.32,Tamil Nadu,Erode
ELC_HI_00116,Electricity,Hindi,मेरे क्षेत्र में पिछले 4 घंटों से बिजली नहीं है,Negative,0.69,Tamil Nadu,Coimbatore
ELC_HI_00117,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.95,Tamil Nadu,Salem
ELC_HI_00118,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Negative,0.68,Tamil Nadu,Erode
ELC_HI_00119,Electricity,Hindi,मेरे क्षेत्र में पिछले 26 घंटों से बिजली नहीं है,Neutral,0.31,Tamil Nadu,Coimbatore
ELC_HI_00120,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.38,Tamil Nadu,Salem
ELC_HI_00121,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Neutral,0.38,Tamil Nadu,Karur
ELC_HI_00122,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.84,Tamil Nadu,Salem
ELC_HI_00123,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.99,Tamil Nadu,Karur
ELC_HI_00124,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.52,Tamil Nadu,Salem
ELC_HI_00125,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Neutral,0.56,Tamil Nadu,Trichy
ELC_HI_00126,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Neutral,0.31,Tamil Nadu,Salem
ELC_HI_00127,Electricity,Hindi,मेरे क्षेत्र में पिछले 34 घंटों से बिजली नहीं है,Negative,0.63,Tamil Nadu,Karur
ELC_HI_00128,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.44,Tamil Nadu,Erode
ELC_HI_00129,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Negative,0.77,Tamil Nadu,Trichy
ELC_HI_00130,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Neutral,0.43,Tamil Nadu,Coimbatore
ELC_HI_00131,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Neutral,0.36,Tamil Nadu,Trichy
ELC_HI_00132,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.91,Tamil Nadu,Coimbatore
ELC_HI_00133,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Negative,0.88,Tamil Nadu,Trichy
ELC_HI_00134,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.31,Tamil Nadu,Trichy
ELC_HI_00135,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.68,Tamil Nadu,Erode
ELC_HI_00136,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Negative,0.98,Tamil Nadu,Coimbatore
ELC_HI_00137,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.42,Tamil Nadu,Erode
ELC_HI_00138,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Neutral,0.54,Tamil Nadu,Coimbatore
ELC_HI_00139,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.99,Tamil Nadu,Karur
ELC_HI_00140,Electricity,Hindi,घर के पास बिजली के तारों से चिंगारी निकल रही है,Neutral,0.47,Tamil Nadu,Erode
ELC_HI_00141,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Negative,0.77,Tamil Nadu,Karur
ELC_HI_00142,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Negative,0.6,Tamil Nadu,Salem
ELC_HI_00143,Electricity,Hindi,घर के पास बिजली के तारों से चिंगारी निकल रही है,Neutral,0.39,Tamil Nadu,Karur
ELC_HI_00144,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.89,Tamil Nadu,Trichy
ELC_HI_00145,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Neutral,0.43,Tamil Nadu,Karur
ELC_HI_00146,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Neutral,0.34,Tamil Nadu,Karur
ELC_HI_00147,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Neutral,0.53,Tamil Nadu,Trichy
ELC_HI_00148,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.99,Tamil Nadu,Erode
ELC_HI_00149,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Neutral,0.43,Tamil Nadu,Erode
ELC_HI_00150,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Neutral,0.47,Tamil Nadu,Erode
ELC_HI_00151,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Neutral,0.4,Tamil Nadu,Erode
ELC_HI_00152,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.55,Tamil Nadu,Trichy
ELC_HI_00153,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.91,Tamil Nadu,Karur
ELC_HI_00154,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.57,Tamil Nadu,Salem
ELC_HI_00155,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Negative,0.68,Tamil Nadu,Coimbatore
ELC_HI_00156,Electricity,Hindi,मेरे क्षेत्र में पिछले 44 घंटों से बिजली नहीं है,Negative,0.93,Tamil Nadu,Salem
ELC_HI_00157,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Negative,0.7,Tamil Nadu,Trichy
ELC_HI_00158,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Negative,0.94,Tamil Nadu,Karur
ELC_HI_00159,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.8,Tamil Nadu,Coimbatore
ELC_HI_00160,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Neutral,0.55,Tamil Nadu,Salem
ELC_HI_00161,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.71,Tamil Nadu,Salem
ELC_HI_00162,Electricity,Hindi,मेरे क्षेत्र में पिछले 43 घंटों से बिजली नहीं है,Negative,0.9,Tamil Nadu,Salem
ELC_HI_00163,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Negative,0.95,Tamil Nadu,Coimbatore
ELC_HI_00164,Electricity,Hindi,घर के पास बिजली के तारों से चिंगारी निकल रही है,Negative,0.96,Tamil Nadu,Salem
ELC_HI_00165,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Negative,0.88,Tamil Nadu,Salem
ELC_HI_00166,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.72,Tamil Nadu,Erode
ELC_HI_00167,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.88,Tamil Nadu,Erode
ELC_HI_00168,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Negative,0.91,Tamil Nadu,Coimbatore
ELC_HI_00169,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Neutral,0.55,Tamil Nadu,Trichy
ELC_HI_00170,Electricity,Hindi,मेरे क्षेत्र में पिछले 36 घंटों से बिजली नहीं है,Negative,0.73,Tamil Nadu,Erode
ELC_HI_00171,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.96,Tamil Nadu,Coimbatore
ELC_HI_00172,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Neutral,0.52,Tamil Nadu,Salem
ELC_HI_00173,Electricity,Hindi,मेरे क्षेत्र में पिछले 1 घंटों से बिजली नहीं है,Negative,0.8,Tamil Nadu,Erode
ELC_HI_00174,Electricity,Hindi,मेरे क्षेत्र में पिछले 18 घंटों से बिजली नहीं है,Neutral,0.37,Tamil Nadu,Coimbatore
ELC_HI_00175,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.88,Tamil Nadu,Salem
ELC_HI_00176,Electricity,Hindi,भारी बारिश के बाद बिजली बहाल नहीं हुई है,Negative,0.79,Tamil Nadu,Salem
ELC_HI_00177,Electricity,Hindi,बिना किसी सूचना के बिजली काटी जा रही है,Negative,0.83,Tamil Nadu,Trichy
ELC_HI_00178,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Negative,0.91,Tamil Nadu,Coimbatore
ELC_HI_00179,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.45,Tamil Nadu,Salem
ELC_HI_00180,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.38,Tamil Nadu,Karur
ELC_HI_00181,Electricity,Hindi,रात के समय कम वोल्टेज की समस्या है,Negative,0.6,Tamil Nadu,Trichy
ELC_HI_00182,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Neutral,0.36,Tamil Nadu,Trichy
ELC_HI_00183,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.61,Tamil Nadu,Coimbatore
ELC_HI_00184,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.52,Tamil Nadu,Coimbatore
ELC_HI_00185,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Negative,0.93,Tamil Nadu,Salem
ELC_HI_00186,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.41,Tamil Nadu,Trichy
ELC_HI_00187,Electricity,Hindi,बार-बार वोल्टेज उतार-चढ़ाव से उपकरण खराब हो रहे हैं,Neutral,0.44,Tamil Nadu,Erode
ELC_HI_00188,Electricity,Hindi,स्ट्रीट लाइट्स सही तरीके से काम नहीं कर रही हैं,Neutral,0.44,Tamil Nadu,Karur
ELC_HI_00189,Electricity,Hindi,ट्रांसफॉर्मर खराब होने के कारण बिजली आपूर्ति बाधित है,Neutral,0.41,Tamil Nadu,Salem
ELC_HI_00190,Electricity,Hindi,हर शाम बिजली आपूर्ति बाधित हो रही है,Neutral,0.54,Tamil Nadu,Erode
ELC_HI_00191,Electricity,Hindi,मीटर रीडिंग सही तरीके से अपडेट नहीं की गई है,Neutral,0.55,Tamil Nadu,Coimbatore
