complaint_id,department,language,complaint_text,sentiment,urgency_score,state,district
MUN_HI_00028,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.39,Tamil Nadu,Karur
MUN_HI_00029,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Negative,0.63,Tamil Nadu,Trichy
MUN_HI_00030,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.86,Tamil Nadu,Karur
MUN_HI_00031,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Negative,0.84,Tamil Nadu,Trichy
MUN_HI_00032,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.94,Tamil Nadu,Karur
MUN_HI_00033,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.32,Tamil Nadu,Trichy
MUN_HI_00034,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Neutral,0.46,Tamil Nadu,Coimbatore
MUN_HI_00035,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Negative,0.66,Tamil Nadu,Trichy
MUN_HI_00036,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.43,Tamil Nadu,Karur
MUN_HI_00037,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.86,Tamil Nadu,Erode
MUN_HI_00038,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Neutral,0.52,Tamil Nadu,Coimbatore
MUN_HI_00039,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.31,Tamil Nadu,Erode
MUN_HI_00040,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.99,Tamil Nadu,Karur
MUN_HI_00041,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.95,Tamil Nadu,Trichy
MUN_HI_00042,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.8,Tamil Nadu,Karur
MUN_HI_00043,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Negative,0.99,Tamil Nadu,Trichy
MUN_HI_00044,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.57,Tamil Nadu,Salem
MUN_HI_00045,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Negative,0.71,Tamil Nadu,Trichy
MUN_HI_00046,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.37,Tamil Nadu,Trichy
MUN_HI_00047,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.55,Tamil Nadu,Coimbatore
MUN_HI_00048,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.79,Tamil Nadu,Trichy
MUN_HI_00049,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.44,Tamil Nadu,Salem
MUN_HI_00050,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Neutral,0.34,Tamil Nadu,Salem
MUN_HI_00051,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Negative,0.73,Tamil Nadu,Salem
MUN_HI_00052,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.56,Tamil Nadu,Erode
MUN_HI_00053,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.81,Tamil Nadu,Karur
MUN_HI_00054,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.68,Tamil Nadu,Trichy
MUN_HI_00055,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.64,Tamil Nadu,Erode
MUN_HI_00056,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.4,Tamil Nadu,Erode
MUN_HI_00057,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.49,Tamil Nadu,Coimbatore
MUN_HI_00058,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Negative,0.67,Tamil Nadu,Erode
MUN_HI_00059,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.37,Tamil Nadu,Karur
MUN_HI_00060,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Negative,0.81,Tamil Nadu,Karur
MUN_HI_00061,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Neutral,0.48,Tamil Nadu,Trichy
MUN_HI_00062,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Neutral,0.47,Tamil Nadu,Salem
MUN_HI_00063,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.99,Tamil Nadu,Salem
MUN_HI_00064,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.97,Tamil Nadu,Coimbatore
MUN_HI_00065,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Negative,0.83,Tamil Nadu,Coimbatore
MUN_HI_00066,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.52,Tamil Nadu,Trichy
MUN_HI_00067,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.38,Tamil Nadu,Coimbatore
MUN_HI_00068,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Neutral,0.5,Tamil Nadu,Coimbatore
MUN_HI_00069,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.41,Tamil Nadu,Coimbatore
MUN_HI_00070,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.43,Tamil Nadu,Karur
MUN_HI_00071,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Negative,0.74,Tamil Nadu,Trichy
MUN_HI_00072,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Neutral,0.35,Tamil Nadu,Trichy
MUN_HI_00073,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.93,Tamil Nadu,Salem
MUN_HI_00074,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.41,Tamil Nadu,Erode
MUN_HI_00075,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.76,Tamil Nadu,Coimbatore
MUN_HI_00076,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Neutral,0.43,Tamil Nadu,Karur
MUN_HI_00077,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.44,Tamil Nadu,Coimbatore
MUN_HI_00078,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.53,Tamil Nadu,Salem
MUN_HI_00079,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.63,Tamil Nadu,Trichy
MUN_HI_00080,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.38,Tamil Nadu,Coimbatore
MUN_HI_00081,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.61,Tamil Nadu,Trichy
MUN_HI_00082,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.38,Tamil Nadu,Erode
MUN_HI_00083,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.94,Tamil Nadu,Karur
MUN_HI_00084,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Neutral,0.53,Tamil Nadu,Erode
MUN_HI_00085,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Neutral,0.44,Tamil Nadu,Erode
MUN_HI_00086,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.69,Tamil Nadu,Erode
MUN_HI_00087,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.44,Tamil Nadu,Coimbatore
MUN_HI_00088,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.51,Tamil Nadu,Erode
MUN_HI_00089,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.91,Tamil Nadu,Erode
MUN_HI_00090,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.65,Tamil Nadu,Coimbatore
MUN_HI_00091,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Negative,0.98,Tamil Nadu,Karur
MUN_HI_00092,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.3,Tamil Nadu,Erode
MUN_HI_00093,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.33,Tamil Nadu,Coimbatore
MUN_HI_00094,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.37,Tamil Nadu,Salem
MUN_HI_00095,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.78,Tamil Nadu,Coimbatore
MUN_HI_00096,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Neutral,0.34,Tamil Nadu,Trichy
MUN_HI_00097,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.38,Tamil Nadu,Coimbatore
MUN_HI_00098,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.61,Tamil Nadu,Coimbatore
MUN_HI_00099,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Neutral,0.34,Tamil Nadu,Coimbatore
MUN_HI_00100,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Negative,0.8,Tamil Nadu,Erode
MUN_HI_00101,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Negative,0.92,Tamil Nadu,Erode
MUN_HI_00102,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.78,Tamil Nadu,Erode
MUN_HI_00103,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.81,Tamil Nadu,Coimbatore
MUN_HI_00104,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.88,Tamil Nadu,Karur
MUN_HI_00105,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Negative,0.86,Tamil Nadu,Salem
MUN_HI_00106,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.51,Tamil Nadu,Erode
MUN_HI_00107,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.91,Tamil Nadu,Salem
MUN_HI_00108,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Neutral,0.44,Tamil Nadu,Erode
MUN_HI_00109,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.37,Tamil Nadu,Salem
MUN_HI_00110,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.62,Tamil Nadu,Salem
MUN_HI_00111,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.65,Tamil Nadu,Salem
MUN_HI_00112,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Neutral,0.54,Tamil Nadu,Coimbatore
MUN_HI_00113,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.61,Tamil Nadu,Karur
MUN_HI_00114,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Neutral,0.58,Tamil Nadu,Karur
MUN_HI_00115,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Neutral,0.52,Tamil Nadu,Salem
MUN_HI_00116,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.41,Tamil Nadu,Karur
MUN_HI_00117,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.34,Tamil Nadu,Coimbatore
MUN_HI_00118,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.8,Tamil Nadu,Erode
MUN_HI_00119,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Neutral,0.46,Tamil Nadu,Salem
MUN_HI_00120,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.76,Tamil Nadu,Karur
MUN_HI_00121,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Negative,0.75,Tamil Nadu,Trichy
MUN_HI_00122,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.94,Tamil Nadu,Trichy
MUN_HI_00123,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Negative,0.82,Tamil Nadu,Coimbatore
MUN_HI_00124,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.98,Tamil Nadu,Karur
MUN_HI_00125,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.32,Tamil Nadu,Coimbatore
MUN_HI_00126,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.55,Tamil Nadu,Erode
MUN_HI_00127,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.81,Tamil Nadu,Erode
MUN_HI_00128,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.4,Tamil Nadu,Coimbatore
MUN_HI_00129,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Neutral,0.57,Tamil Nadu,Karur
MUN_HI_00130,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Neutral,0.41,Tamil Nadu,Erode
MUN_HI_00131,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.45,Tamil Nadu,Karur
MUN_HI_00132,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Negative,0.93,Tamil Nadu,Coimbatore
MUN_HI_00133,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.54,Tamil Nadu,Coimbatore
MUN_HI_00134,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.37,Tamil Nadu,Karur
MUN_HI_00135,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Negative,0.78,Tamil Nadu,Salem
MUN_HI_00136,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.93,Tamil Nadu,Trichy
MUN_HI_00137,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.46,Tamil Nadu,Trichy
MUN_HI_00138,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.99,Tamil Nadu,Salem
MUN_HI_00139,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.72,Tamil Nadu,Trichy
MUN_HI_00140,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Neutral,0.34,Tamil Nadu,Trichy
MUN_HI_00141,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.47,Tamil Nadu,Trichy
MUN_HI_00142,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.56,Tamil Nadu,Coimbatore
MUN_HI_00143,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Negative,0.83,Tamil Nadu,Salem
MUN_HI_00144,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.42,Tamil Nadu,Trichy
MUN_HI_00145,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.72,Tamil Nadu,Coimbatore
MUN_HI_00146,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.61,Tamil Nadu,Karur
MUN_HI_00147,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Negative,0.7,Tamil Nadu,Salem
MUN_HI_00148,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.73,Tamil Nadu,Salem
MUN_HI_00149,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Negative,0.61,Tamil Nadu,Erode
MUN_HI_00150,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.98,Tamil Nadu,Erode
MUN_HI_00151,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.31,Tamil Nadu,Karur
MUN_HI_00152,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Negative,0.99,Tamil Nadu,Salem
MUN_HI_00153,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Neutral,0.53,Tamil Nadu,Salem
MUN_HI_00154,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.96,Tamil Nadu,Coimbatore
MUN_HI_00155,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.41,Tamil Nadu,Erode
MUN_HI_00156,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.82,Tamil Nadu,Trichy
MUN_HI_00157,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.52,Tamil Nadu,Karur
MUN_HI_00158,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.78,Tamil Nadu,Coimbatore
MUN_HI_00159,Municipal Administration,Hindi,भवन निर्माण की अनुमति में देरी,Negative,0.95,Tamil Nadu,Salem
MUN_HI_00160,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Negative,0.92,Tamil Nadu,Coimbatore
MUN_HI_00161,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.69,Tamil Nadu,Trichy
MUN_HI_00162,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Neutral,0.44,Tamil Nadu,Salem
MUN_HI_00163,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.93,Tamil Nadu,Erode
MUN_HI_00164,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.92,Tamil Nadu,Coimbatore
MUN_HI_00165,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.42,Tamil Nadu,Erode
MUN_HI_00166,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Negative,0.77,Tamil Nadu,Karur
MUN_HI_00167,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.45,Tamil Nadu,Erode
MUN_HI_00168,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.44,Tamil Nadu,Salem
MUN_HI_00169,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Neutral,0.3,Tamil Nadu,Trichy
MUN_HI_00170,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.55,Tamil Nadu,Coimbatore
MUN_HI_00171,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.41,Tamil Nadu,Karur
MUN_HI_00172,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Negative,0.96,Tamil Nadu,Erode
MUN_HI_00173,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Negative,0.82,Tamil Nadu,Karur
MUN_HI_00174,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.46,Tamil Nadu,Salem
MUN_HI_00175,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.9,Tamil Nadu,Karur
MUN_HI_00176,Municipal Administration,Hindi,सड़क का नाम बोर्ड गायब है,Neutral,0.56,Tamil Nadu,Salem
MUN_HI_00177,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.38,Tamil Nadu,Salem
MUN_HI_00178,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.49,Tamil Nadu,Salem
MUN_HI_00179,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.88,Tamil Nadu,Trichy
MUN_HI_00180,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Neutral,0.39,Tamil Nadu,Trichy
MUN_HI_00181,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.44,Tamil Nadu,Trichy
MUN_HI_00182,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.64,Tamil Nadu,Coimbatore
MUN_HI_00183,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Neutral,0.32,Tamil Nadu,Coimbatore
MUN_HI_00184,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.77,Tamil Nadu,Erode
MUN_HI_00185,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.82,Tamil Nadu,Coimbatore
MUN_HI_00186,Municipal Administration,Hindi,घर संख्या आवंटन में देरी,Negative,0.74,Tamil Nadu,Trichy
MUN_HI_00187,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Negative,0.9,Tamil Nadu,Coimbatore
MUN_HI_00188,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Negative,0.8,Tamil Nadu,Erode
MUN_HI_00189,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.34,Tamil Nadu,Salem
MUN_HI_00190,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Negative,0.64,Tamil Nadu,Trichy
MUN_HI_00191,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.48,Tamil Nadu,Erode
MUN_HI_00192,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Neutral,0.5,Tamil Nadu,Coimbatore
MUN_HI_00193,Municipal Administration,Hindi,व्यापार लाइसेंस जारी करने में देरी,Neutral,0.54,Tamil Nadu,Salem
MUN_HI_00194,Municipal Administration,Hindi,संपत्ति कर से संबंधित समस्या हल नहीं हुई है,Neutral,0.34,Tamil Nadu,Karur
MUN_HI_00195,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.33,Tamil Nadu,Salem
MUN_HI_00196,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Neutral,0.48,Tamil Nadu,Coimbatore
MUN_HI_00197,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.37,Tamil Nadu,Salem
MUN_HI_00198,Municipal Administration,Hindi,मृत्यु प्रमाण पत्र का आवेदन लंबित है,Negative,0.94,Tamil Nadu,Karur
MUN_HI_00199,Municipal Administration,Hindi,इलाके में अवैध निर्माण हो रहा है,Negative,0.82,Tamil Nadu,Erode
MUN_HI_00200,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Neutral,0.59,Tamil Nadu,Salem
MUN_HI_00201,Municipal Administration,Hindi,नगरपालिका कार्यालय के कर्मचारी जवाब नहीं दे रहे हैं,Neutral,0.32,Tamil Nadu,Karur
MUN_HI_00202,Municipal Administration,Hindi,जन्म प्रमाण पत्र जारी करने में देरी,Neutral,0.42,Tamil Nadu,Coimbatore
MUN_HI_00203,Municipal Administration,Hindi,सार्वजनिक भूमि पर अतिक्रमण,Neutral,0.33,Tamil Nadu,Coimbatore
