complaint_id,department,language,complaint_text,sentiment,urgency_score,state,district
RD_HI_00055,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Negative,0.91,Tamil Nadu,Karur
RD_HI_00056,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.66,Tamil Nadu,Karur
RD_HI_00057,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Neutral,0.3,Tamil Nadu,Karur
RD_HI_00058,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.82,Tamil Nadu,Erode
RD_HI_00059,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.72,Tamil Nadu,Salem
RD_HI_00060,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Neutral,0.58,Tamil Nadu,Salem
RD_HI_00061,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.4,Tamil Nadu,Coimbatore
RD_HI_00062,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Neutral,0.49,Tamil Nadu,Karur
RD_HI_00063,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.4,Tamil Nadu,Trichy
RD_HI_00064,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Neutral,0.38,Tamil Nadu,Karur
RD_HI_00065,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.87,Tamil Nadu,Karur
RD_HI_00066,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.6,Tamil Nadu,Trichy
RD_HI_00067,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Negative,0.78,Tamil Nadu,Erode
RD_HI_00068,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.36,Tamil Nadu,Trichy
RD_HI_00069,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Negative,0.91,Tamil Nadu,Erode
RD_HI_00070,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.64,Tamil Nadu,Karur
RD_HI_00071,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Neutral,0.56,Tamil Nadu,Salem
RD_HI_00072,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.9,Tamil Nadu,Erode
RD_HI_00073,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Neutral,0.42,Tamil Nadu,Karur
RD_HI_00074,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Neutral,0.4,Tamil Nadu,Erode
RD_HI_00075,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Negative,0.64,Tamil Nadu,Erode
RD_HI_00076,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Neutral,0.3,Tamil Nadu,Trichy
RD_HI_00077,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.87,Tamil Nadu,Coimbatore
RD_HI_00078,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.94,Tamil Nadu,Karur
RD_HI_00079,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.91,Tamil Nadu,Salem
RD_HI_00080,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Negative,0.75,Tamil Nadu,Salem
RD_HI_00081,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.98,Tamil Nadu,Trichy
RD_HI_00082,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.91,Tamil Nadu,Erode
RD_HI_00083,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Neutral,0.36,Tamil Nadu,Salem
RD_HI_00084,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Negative,0.72,Tamil Nadu,Trichy
RD_HI_00085,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Negative,0.77,Tamil Nadu,Salem
RD_HI_00086,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Neutral,0.42,Tamil Nadu,Coimbatore
RD_HI_00087,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Neutral,0.43,Tamil Nadu,Coimbatore
RD_HI_00088,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Negative,0.6,Tamil Nadu,Salem
RD_HI_00089,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.72,Tamil Nadu,Salem
RD_HI_00090,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.77,Tamil Nadu,Coimbatore
RD_HI_00091,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Negative,0.7,Tamil Nadu,Coimbatore
RD_HI_00092,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.68,Tamil Nadu,Coimbatore
RD_HI_00093,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Negative,0.95,Tamil Nadu,Salem
RD_HI_00094,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.88,Tamil Nadu,Salem
RD_HI_00095,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,1.0,Tamil Nadu,Coimbatore
RD_HI_00096,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Neutral,0.39,Tamil Nadu,Karur
RD_HI_00097,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Negative,0.61,Tamil Nadu,Karur
RD_HI_00098,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Neutral,0.31,Tamil Nadu,Salem
RD_HI_00099,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Negative,0.92,Tamil Nadu,Trichy
RD_HI_00100,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Neutral,0.53,Tamil Nadu,Trichy
RD_HI_00101,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.94,Tamil Nadu,Karur
RD_HI_00102,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Negative,0.79,Tamil Nadu,Coimbatore
RD_HI_00103,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Neutral,0.31,Tamil Nadu,Coimbatore
RD_HI_00104,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Negative,0.79,Tamil Nadu,Coimbatore
RD_HI_00105,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Negative,0.97,Tamil Nadu,Coimbatore
RD_HI_00106,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Neutral,0.38,Tamil Nadu,Erode
RD_HI_00107,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Neutral,0.36,Tamil Nadu,Erode
RD_HI_00108,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.88,Tamil Nadu,Erode
RD_HI_00109,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.69,Tamil Nadu,Erode
RD_HI_00110,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.98,Tamil Nadu,Karur
RD_HI_00111,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.31,Tamil Nadu,Trichy
RD_HI_00112,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Neutral,0.46,Tamil Nadu,Erode
RD_HI_00113,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.88,Tamil Nadu,Coimbatore
RD_HI_00114,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Negative,0.77,Tamil Nadu,Trichy
RD_HI_00115,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Neutral,0.49,Tamil Nadu,Erode
RD_HI_00116,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Neutral,0.56,Tamil Nadu,Salem
RD_HI_00117,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Neutral,0.33,Tamil Nadu,Salem
RD_HI_00118,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.68,Tamil Nadu,Salem
RD_HI_00119,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.71,Tamil Nadu,Salem
RD_HI_00120,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Neutral,0.46,Tamil Nadu,Salem
RD_HI_00121,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.83,Tamil Nadu,Coimbatore
RD_HI_00122,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.74,Tamil Nadu,Erode
RD_HI_00123,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.78,Tamil Nadu,Coimbatore
RD_HI_00124,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Negative,0.79,Tamil Nadu,Salem
RD_HI_00125,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Neutral,0.34,Tamil Nadu,Karur
RD_HI_00126,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.74,Tamil Nadu,Salem
RD_HI_00127,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Neutral,0.35,Tamil Nadu,Erode
RD_HI_00128,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.77,Tamil Nadu,Coimbatore
RD_HI_00129,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.6,Tamil Nadu,Salem
RD_HI_00130,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.66,Tamil Nadu,Erode
RD_HI_00131,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.91,Tamil Nadu,Trichy
RD_HI_00132,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Negative,0.79,Tamil Nadu,Erode
RD_HI_00133,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Negative,0.72,Tamil Nadu,Coimbatore
RD_HI_00134,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Neutral,0.36,Tamil Nadu,Karur
RD_HI_00135,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Neutral,0.57,Tamil Nadu,Erode
RD_HI_00136,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.84,Tamil Nadu,Trichy
RD_HI_00137,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.37,Tamil Nadu,Salem
RD_HI_00138,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.44,Tamil Nadu,Salem
RD_HI_00139,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Neutral,0.56,Tamil Nadu,Coimbatore
RD_HI_00140,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.92,Tamil Nadu,Coimbatore
RD_HI_00141,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Negative,0.84,Tamil Nadu,Karur
RD_HI_00142,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Negative,0.96,Tamil Nadu,Coimbatore
RD_HI_00143,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.85,Tamil Nadu,Erode
RD_HI_00144,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.6,Tamil Nadu,Coimbatore
RD_HI_00145,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.85,Tamil Nadu,Trichy
RD_HI_00146,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.64,Tamil Nadu,Karur
RD_HI_00147,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Neutral,0.55,Tamil Nadu,Salem
RD_HI_00148,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.78,Tamil Nadu,Karur
RD_HI_00149,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.67,Tamil Nadu,Karur
RD_HI_00150,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.78,Tamil Nadu,Salem
RD_HI_00151,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Neutral,0.55,Tamil Nadu,Coimbatore
RD_HI_00152,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Neutral,0.43,Tamil Nadu,Coimbatore
RD_HI_00153,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Neutral,0.56,Tamil Nadu,Karur
RD_HI_00154,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.32,Tamil Nadu,Erode
RD_HI_00155,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Neutral,0.52,Tamil Nadu,Erode
RD_HI_00156,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Neutral,0.35,Tamil Nadu,Coimbatore
RD_HI_00157,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.75,Tamil Nadu,Erode
RD_HI_00158,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.74,Tamil Nadu,Salem
RD_HI_00159,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Negative,0.62,Tamil Nadu,Trichy
RD_HI_00160,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Negative,0.88,Tamil Nadu,Trichy
RD_HI_00161,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.96,Tamil Nadu,Coimbatore
RD_HI_00162,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.69,Tamil Nadu,Salem
RD_HI_00163,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Neutral,0.39,Tamil Nadu,Erode
RD_HI_00164,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Neutral,0.45,Tamil Nadu,Erode
RD_HI_00165,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Neutral,0.45,Tamil Nadu,Erode
RD_HI_00166,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.61,Tamil Nadu,Salem
RD_HI_00167,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.97,Tamil Nadu,Karur
RD_HI_00168,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.66,Tamil Nadu,Trichy
RD_HI_00169,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.72,Tamil Nadu,Salem
RD_HI_00170,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.64,Tamil Nadu,Trichy
RD_HI_00171,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.77,Tamil Nadu,Karur
RD_HI_00172,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Negative,0.65,Tamil Nadu,Salem
RD_HI_00173,Public Works (Roads),Hindi,सड़क मरम्मत का काम कई दिनों से अधूरा है,Neutral,0.42,Tamil Nadu,Erode
RD_HI_00174,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Neutral,0.32,Tamil Nadu,Karur
RD_HI_00175,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Neutral,0.4,Tamil Nadu,Trichy
RD_HI_00176,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.85,Tamil Nadu,Coimbatore
RD_HI_00177,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Neutral,0.52,Tamil Nadu,Erode
RD_HI_00178,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Neutral,0.35,Tamil Nadu,Salem
RD_HI_00179,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Neutral,0.55,Tamil Nadu,Coimbatore
RD_HI_00180,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Negative,0.89,Tamil Nadu,Erode
RD_HI_00181,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.64,Tamil Nadu,Trichy
RD_HI_00182,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Negative,0.75,Tamil Nadu,Coimbatore
RD_HI_00183,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Neutral,0.48,Tamil Nadu,Trichy
RD_HI_00184,Public Works (Roads),Hindi,सड़क पर नाले का पानी बह रहा है,Neutral,0.47,Tamil Nadu,Trichy
RD_HI_00185,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Neutral,0.4,Tamil Nadu,Erode
RD_HI_00186,Public Works (Roads),Hindi,मुख्य सड़क पर बड़े गड्ढे हैं,Neutral,0.51,Tamil Nadu,Erode
RD_HI_00187,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Negative,0.75,Tamil Nadu,Salem
RD_HI_00188,Public Works (Roads),Hindi,सड़क की सतह उखड़ रही है,Negative,0.69,Tamil Nadu,Karur
RD_HI_00189,Public Works (Roads),Hindi,सड़क बुरी तरह क्षतिग्रस्त है जिससे यातायात प्रभावित हो रहा है,Neutral,0.4,Tamil Nadu,Erode
RD_HI_00190,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Negative,0.99,Tamil Nadu,Erode
RD_HI_00191,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Neutral,0.31,Tamil Nadu,Erode
RD_HI_00192,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Negative,0.82,Tamil Nadu,Karur
RD_HI_00193,Public Works (Roads),Hindi,फुटपाथ टूट चुका है और चलने में खतरा है,Neutral,0.44,Tamil Nadu,Karur
RD_HI_00194,Public Works (Roads),Hindi,रात में सड़क पर रोशनी नहीं है,Negative,0.66,Tamil Nadu,Salem
RD_HI_00195,Public Works (Roads),Hindi,बारिश के बाद सड़क पूरी तरह खराब हो गई है,Negative,0.64,Tamil Nadu,Coimbatore
RD_HI_00196,Public Works (Roads),Hindi,खराब सड़क की वजह से दुर्घटना हुई,Neutral,0.46,Tamil Nadu,Trichy
RD_HI_00197,Public Works (Roads),Hindi,सड़क पर निर्माण का मलबा फैला है,Neutral,0.35,Tamil Nadu,Salem
